uid,datetime,latitude,longitude,altitude,vertical_velocity,ground_speed,satellites
4.49E+15,2021-06-23T15:57:53Z,45.80548333,-110.05915,13848,-12.25,74.268,11
4.49E+15,2021-06-23T15:58:02Z,45.80593333,-110.0565667,13739,-12.05,97.092,10
4.49E+15,2021-06-23T15:58:13Z,45.80666667,-110.05345,13603,-11.9,90.72,10
4.49E+15,2021-06-23T15:58:33Z,45.80821667,-110.0478,13356,-12.08,85.464,11
4.49E+15,2021-06-23T15:58:37Z,45.80861667,-110.0466333,13308,-12.04,83.052,11
4.49E+15,2021-06-23T15:58:46Z,45.80948333,-110.0437667,13198,-11.94,108.61,11
4.49E+15,2021-06-23T15:58:54Z,45.81043333,-110.0411,13102,-12.07,117.4,9
4.49E+15,2021-06-23T15:59:04Z,45.81186667,-110.0377333,12979,-12.14,110.16,10
4.49E+15,2021-06-23T15:59:15Z,45.81345,-110.0342333,12843,-11.42,102.31,12
4.49E+15,2021-06-23T15:59:25Z,45.81465,-110.0313167,12724,-11.84,83.34,12
4.49E+15,2021-06-23T15:59:35Z,45.81555,-110.0281667,12606,-11.57,105.01,11
4.49E+15,2021-06-23T15:59:47Z,45.81691667,-110.0243167,12464,-12.11,102.6,12
4.49E+15,2021-06-23T15:59:58Z,45.81838333,-110.0210833,12337,-11.32,111.85,12
4.49E+15,2021-06-23T16:01:41Z,45.82985,-109.9953,11233,-10.23,82.548,12
4.49E+15,2021-06-23T16:01:50Z,45.83086667,-109.9934333,11143,-9.6,66.024,12
4.49E+15,2021-06-23T16:02:02Z,45.83208333,-109.9908333,11024,-10.07,74.916,12
4.49E+15,2021-06-23T16:03:01Z,45.83773333,-109.9771833,10456,-9.28,67.752,11
4.49E+15,2021-06-23T16:03:17Z,45.83896667,-109.97375,10302,-9.62,56.232,11
4.49E+15,2021-06-23T16:03:49Z,45.84101667,-109.9667333,10002,-9.17,61.344,12
4.49E+15,2021-06-23T16:03:56Z,45.8414,-109.9652,9937.8,-9.03,71.1,12
4.49E+15,2021-06-23T16:04:07Z,45.8421,-109.9627833,9836,-9.27,74.052,11
4.49E+15,2021-06-23T16:04:16Z,45.8427,-109.9607333,9754.6,-9,81.324,12
4.49E+15,2021-06-23T16:04:25Z,45.8433,-109.9586667,9671.9,-9.14,80.028,12
4.49E+15,2021-06-23T16:04:29Z,45.84358333,-109.9577833,9636,-9,80.028,12
4.49E+15,2021-06-23T16:04:38Z,45.84423333,-109.95585,9554.9,-9.3,75.06,11
4.49E+15,2021-06-23T16:04:49Z,45.84501667,-109.9536,9457.1,-8.93,68.868,12
4.49E+15,2021-06-23T16:04:57Z,45.84561667,-109.9519833,9385,-8.85,63.468,12
4.49E+15,2021-06-23T16:05:07Z,45.84636667,-109.9499333,9296.2,-8.84,70.92,12
4.49E+15,2021-06-23T16:05:13Z,45.84683333,-109.9487833,9244,-8.56,51.696,12
4.49E+15,2021-06-23T16:05:22Z,45.84756667,-109.9469667,9165.5,-8.78,59.364,12
4.49E+15,2021-06-23T16:05:31Z,45.8483,-109.94505,9086.1,-8.47,65.664,12
4.49E+15,2021-06-23T16:05:38Z,45.84888333,-109.9435167,9024.8,-8.74,64.008,11
4.49E+15,2021-06-23T16:05:48Z,45.84968333,-109.94125,8940.3,-8.74,79.596,11
4.49E+15,2021-06-23T16:05:57Z,45.85041667,-109.9391167,8863.1,-8.42,86.58,12
4.49E+15,2021-06-23T16:06:06Z,45.85115,-109.9369,8785,-8.32,86.616,12
4.49E+15,2021-06-23T16:06:18Z,45.8521,-109.934,8683.6,-8.2,85.248,12
4.49E+15,2021-06-23T16:06:22Z,45.85241667,-109.93305,8650,-8.2,83.124,11
4.49E+15,2021-06-23T16:06:30Z,45.85313333,-109.9311333,8582.2,-7.82,71.388,12
4.49E+15,2021-06-23T16:06:39Z,45.85401667,-109.9289833,8507.9,-8.03,80.352,11
4.49E+15,2021-06-23T16:06:50Z,45.85516667,-109.92625,8419.5,-8.28,89.928,12
4.49E+15,2021-06-23T16:07:01Z,45.85641667,-109.9234,8330.3,-7.96,93.708,12
4.49E+15,2021-06-23T16:07:04Z,45.85681667,-109.9225667,8306.2,-7.93,78.084,11
4.49E+15,2021-06-23T16:07:12Z,45.85778333,-109.9203667,8244.8,-7.47,84.924,12
4.49E+15,2021-06-23T16:07:23Z,45.85905,-109.9172,8157,-7.56,102.53,12
4.49E+15,2021-06-23T16:07:33Z,45.8602,-109.9141667,8078.3,-7.88,88.308,12
4.49E+15,2021-06-23T16:07:43Z,45.86123333,-109.9111167,8000,-8.19,93.312,12
4.49E+15,2021-06-23T16:07:52Z,45.86211667,-109.9082333,7928.6,-7.91,101.59,12
4.49E+15,2021-06-23T16:08:01Z,45.86293333,-109.9053,7860.2,-7.65,109.26,12
4.49E+15,2021-06-23T16:08:11Z,45.86388333,-109.9020333,7781.8,-7.8,96.048,12
4.49E+15,2021-06-23T16:08:22Z,45.8648,-109.8984667,7695.6,-8.05,102.78,11
4.49E+15,2021-06-23T16:08:30Z,45.86545,-109.8958333,7631.3,-8.06,97.2,10
4.49E+15,2021-06-23T16:08:40Z,45.86616667,-109.8924667,7553.8,-7.81,105.37,12
4.49E+15,2021-06-23T16:08:47Z,45.86658333,-109.8901833,7496,-8.01,87.768,11
4.49E+15,2021-06-23T16:08:58Z,45.86711667,-109.8865,7408.8,-7.54,102.78,12
4.49E+15,2021-06-23T16:09:08Z,45.86751667,-109.88325,7328.7,-8.33,80.892,10
4.49E+15,2021-06-23T16:09:19Z,45.8678,-109.8797333,7236.9,-8.29,101.34,12
4.49E+15,2021-06-23T16:09:32Z,45.8682,-109.8756333,7132.2,-7.84,98.568,12
4.49E+15,2021-06-23T16:09:43Z,45.86856667,-109.8722167,7043.6,-8.28,83.988,12
4.49E+15,2021-06-23T16:10:03Z,45.86921667,-109.8661333,6881.2,-8.22,97.2,12
4.49E+15,2021-06-23T16:10:23Z,45.87013333,-109.8601833,6722.8,-7.75,77.724,12
4.49E+15,2021-06-23T16:10:30Z,45.87045,-109.8580833,6667.8,-8.04,97.452,12
4.49E+15,2021-06-23T16:10:50Z,45.87153333,-109.8522333,6508.4,-8.08,75.204,12
4.49E+15,2021-06-23T16:11:21Z,45.87285,-109.8431333,6266.6,-7.51,69.624,12
4.49E+15,2021-06-23T16:12:38Z,45.87526667,-109.8216833,5683.4,-7.61,68.472,11
4.49E+15,2021-06-23T16:12:48Z,45.87575,-109.8191167,5607.3,-7.25,68.58,10
4.49E+15,2021-06-23T16:13:06Z,45.8766,-109.8144167,5469.7,-7.94,63.576,12
4.49E+15,2021-06-23T16:13:16Z,45.87695,-109.8118667,5392.4,-7.48,77.436,11
4.49E+15,2021-06-23T16:13:30Z,45.8774,-109.80835,5287.5,-7.51,79.38,9
4.49E+15,2021-06-23T16:13:40Z,45.87768333,-109.8059167,5213.4,-7.46,76.104,11
4.49E+15,2021-06-23T16:13:49Z,45.8779,-109.80385,5144.6,-7.42,72.216,11
4.49E+15,2021-06-23T16:14:02Z,45.87823333,-109.801,5046.7,-7.34,71.676,10
4.49E+15,2021-06-23T16:14:18Z,45.87866667,-109.7976,4932.4,-7.03,57.24,11
4.49E+15,2021-06-23T16:14:26Z,45.87881667,-109.7959667,4873.2,-7.57,70.308,11
4.49E+15,2021-06-23T16:14:35Z,45.87906667,-109.7941,4804.6,-7.27,68.976,11
4.49E+15,2021-06-23T16:14:43Z,45.87931667,-109.7924667,4746.3,-7.37,58.788,11
4.49E+15,2021-06-23T16:14:50Z,45.87953333,-109.7909667,4696.1,-7.08,60.984,11
4.49E+15,2021-06-23T16:14:58Z,45.87975,-109.78935,4638.1,-7.24,68.58,11
4.49E+15,2021-06-23T16:15:07Z,45.88001667,-109.7875333,4573.7,-6.97,64.98,10
4.49E+15,2021-06-23T16:15:17Z,45.88036667,-109.7855333,4504.3,-7.01,66.852,11
4.49E+15,2021-06-23T16:15:26Z,45.8807,-109.78375,4441.9,-6.81,65.232,11
4.49E+15,2021-06-23T16:15:35Z,45.88103333,-109.7819667,4378.3,-7.04,68.796,11
4.49E+15,2021-06-23T16:15:43Z,45.8813,-109.78045,4324.8,-6.5,46.152,11
4.49E+15,2021-06-23T16:15:53Z,45.88148333,-109.7785333,4258.1,-6.48,54.144,11
4.49E+15,2021-06-23T16:16:02Z,45.88158333,-109.7767833,4199,-6.48,44.604,11
4.49E+15,2021-06-23T16:16:10Z,45.8816,-109.7752333,4146.6,-6.23,54.324,10
4.49E+15,2021-06-23T16:16:18Z,45.88161667,-109.7737,4095.1,-6.34,63.612,11
4.49E+15,2021-06-23T16:16:27Z,45.88165,-109.7718167,4039.5,-6.18,56.808,11
4.49E+15,2021-06-23T16:16:36Z,45.88161667,-109.7699167,3982.3,-6.18,55.044,11
4.49E+15,2021-06-23T16:16:44Z,45.88156667,-109.7682,3934,-6.2,52.236,11
4.49E+15,2021-06-23T16:16:54Z,45.8815,-109.76615,3872.9,-6.24,46.62,10
4.49E+15,2021-06-23T16:17:05Z,45.88145,-109.7638833,3809.3,-5.6,62.532,11
4.49E+15,2021-06-23T16:17:13Z,45.8815,-109.7622333,3765,-5.32,46.764,11
4.49E+15,2021-06-23T16:17:21Z,45.8815,-109.76065,3721.6,-5.25,61.056,10
4.49E+15,2021-06-23T16:17:29Z,45.88153333,-109.7591833,3678.1,-5.08,58.212,10
4.49E+15,2021-06-23T16:17:39Z,45.88161667,-109.7574,3626.2,-5.18,57.996,11
4.49E+15,2021-06-23T16:17:44Z,45.88166667,-109.7566,3600.1,-5.06,55.152,10
4.49E+15,2021-06-23T16:17:54Z,45.88175,-109.7551333,3550,-5.25,50.94,10
4.49E+15,2021-06-23T16:18:04Z,45.88185,-109.7537167,3498.4,-5.02,51.192,11
4.49E+15,2021-06-23T16:18:13Z,45.88193333,-109.7524667,3454.7,-5.21,46.872,11
4.49E+15,2021-06-23T16:18:18Z,45.882,-109.7517167,3431.1,-4.61,49.356,10
4.49E+15,2021-06-23T16:18:26Z,45.8821,-109.7504833,3391.9,-4.64,32.256,11
4.49E+15,2021-06-23T16:18:36Z,45.88223333,-109.7489,3346.4,-4.32,36.288,11
4.49E+15,2021-06-23T16:18:45Z,45.88238333,-109.7474833,3306.4,-4.82,45.648,11
4.49E+15,2021-06-23T16:18:55Z,45.88253333,-109.74595,3260.6,-4.51,41.976,11
4.49E+15,2021-06-23T16:19:04Z,45.8827,-109.7446,3225.4,-3.28,52.848,11
4.49E+15,2021-06-23T16:19:13Z,45.88293333,-109.7434167,3187.8,-4.25,45.504,10
4.49E+15,2021-06-23T16:19:31Z,45.88328333,-109.7413,3109.4,-4.36,20.664,11
4.49E+15,2021-06-23T16:19:38Z,45.88335,-109.7405667,3078.7,-4.25,34.992,10
4.49E+15,2021-06-23T16:19:49Z,45.88346667,-109.7393167,3030.6,-4.45,41.58,11
4.49E+15,2021-06-23T16:19:57Z,45.88356667,-109.7383667,2995.3,-4.44,21.096,11
4.49E+15,2021-06-23T16:20:07Z,45.88363333,-109.7371833,2951.2,-4.37,23.256,11
4.49E+15,2021-06-23T16:20:21Z,45.88376667,-109.73545,2888.7,-4.28,40.32,11
4.49E+15,2021-06-23T16:20:32Z,45.88391667,-109.7341333,2842,-3.81,28.332,11
4.49E+15,2021-06-23T16:20:40Z,45.88395,-109.7332,2810.5,-4.18,39.96,11
4.49E+15,2021-06-23T16:20:51Z,45.88403333,-109.7318667,2764.4,-4.56,45.612,11
4.49E+15,2021-06-23T16:21:02Z,45.88418333,-109.7305667,2720.8,-4.17,39.204,11
4.49E+15,2021-06-23T16:21:26Z,45.88435,-109.7274167,2612.4,-4.49,50.4,11
4.49E+15,2021-06-23T16:21:36Z,45.88435,-109.7261333,2565.4,-4.89,45.216,11
4.49E+15,2021-06-23T16:21:47Z,45.88433333,-109.7247667,2511.8,-4.95,42.372,11
4.49E+15,2021-06-23T16:21:58Z,45.88433333,-109.7235833,2453.3,-5.79,29.376,11
4.49E+15,2021-06-23T16:22:08Z,45.88436667,-109.7226333,2401.3,-4.7,38.232,10
4.49E+15,2021-06-23T16:22:19Z,45.88455,-109.7216,2348.2,-4.04,30.384,11
4.49E+15,2021-06-23T16:22:34Z,45.8847,-109.7202833,2281,-5.16,30.168,11
4.49E+15,2021-06-23T16:22:46Z,45.8848,-109.7192833,2220.8,-4.71,25.74,11
4.49E+15,2021-06-23T16:22:57Z,45.88493333,-109.7182667,2163.2,-5.05,36.324,11
4.49E+15,2021-06-23T16:23:05Z,45.88508333,-109.71755,2120.8,-5.4,15.084,11
4.49E+15,2021-06-23T16:23:14Z,45.88516667,-109.7167167,2069.4,-4.49,23.76,11
4.49E+15,2021-06-23T16:23:22Z,45.88515,-109.7161167,2030.8,-5,28.656,11
4.49E+15,2021-06-23T16:23:31Z,45.88528333,-109.71555,1984.7,-4.92,19.8,9
4.49E+15,2021-06-23T16:23:40Z,45.88541667,-109.71495,1943.4,-4.67,17.064,11
4.49E+15,2021-06-23T16:23:49Z,45.88545,-109.7144333,1898.2,-5.66,25.632,11
4.49E+15,2021-06-23T16:23:57Z,45.88543333,-109.7140333,1857.6,-5.42,6.912,11
4.49E+15,2021-06-23T16:24:06Z,45.88538333,-109.71365,1802.2,-6.21,4.5,11
4.49E+15,2021-06-23T16:24:16Z,45.88541667,-109.7134833,1738.9,-5.67,8.1,11
4.49E+15,2021-06-23T16:24:24Z,45.88541667,-109.71355,1693.4,-5.57,10.512,11
4.49E+15,2021-06-23T16:24:29Z,45.88545,-109.7134833,1661.7,-6.79,10.008,11
4.49E+15,2021-06-23T16:24:42Z,45.88533333,-109.7131833,1601,-3.38,15.984,11
4.49E+15,2021-06-23T16:24:45Z,45.88533333,-109.7131667,1590.9,-2.94,11.808,11
4.49E+15,2021-06-23T16:24:56Z,45.88508333,-109.7126333,1548.3,-4.88,20.988,11
4.49E+15,2021-06-23T16:25:26Z,45.88426667,-109.71155,1399.8,-5.31,8.064,11
4.49E+15,2021-06-23T16:29:26Z,45.88418333,-109.71155,1393.2,-0.15,0.108,11
4.49E+15,2021-06-23T16:29:36Z,45.88418333,-109.71155,1393,0.06,0.288,11
4.49E+15,2021-06-23T16:29:44Z,45.88418333,-109.71155,1391.3,-0.15,0.324,10
4.49E+15,2021-06-23T16:29:53Z,45.88418333,-109.7115667,1389.6,-0.18,0.108,11
4.49E+15,2021-06-23T16:29:57Z,45.88418333,-109.7115667,1389.4,-0.06,0.324,11
4.49E+15,2021-06-23T16:30:10Z,45.88418333,-109.7115667,1389.2,0.03,0.324,10
4.49E+15,2021-06-23T16:30:20Z,45.88418333,-109.7115667,1388.3,-0.27,0.144,10
4.49E+15,2021-06-23T16:30:29Z,45.88418333,-109.7115667,1388.3,0.02,0.144,10
4.49E+15,2021-06-23T16:30:38Z,45.88418333,-109.7115667,1389,-0.07,0.612,10
4.49E+15,2021-06-23T16:38:07Z,45.88416667,-109.71155,1393.3,-0.03,0.216,10
4.49E+15,2021-06-23T16:38:19Z,45.88416667,-109.71155,1393.4,-0.05,0.324,10
4.49E+15,2021-06-23T16:38:28Z,45.88416667,-109.71155,1395.3,0.09,0.216,10
4.49E+15,2021-06-23T16:38:37Z,45.88416667,-109.71155,1395.6,-0.2,0.792,10
4.49E+15,2021-06-23T16:38:44Z,45.88416667,-109.71155,1394.8,-0.3,0.18,10
4.49E+15,2021-06-23T16:38:54Z,45.88416667,-109.7115667,1394,-0.08,0.216,10
4.49E+15,2021-06-23T16:39:03Z,45.88416667,-109.7115667,1393.8,-0.14,0.288,10
4.49E+15,2021-06-23T16:39:20Z,45.88416667,-109.7115667,1394.5,-0.18,0.18,10
4.49E+15,2021-06-23T16:39:28Z,45.88416667,-109.7115667,1395,-0.11,0.504,10
4.49E+15,2021-06-23T16:39:37Z,45.88418333,-109.7115833,1394.7,-0.03,0.324,9
4.49E+15,2021-06-23T16:39:46Z,45.88418333,-109.7116,1391.6,-0.27,0.396,10
4.49E+15,2021-06-23T16:42:58Z,45.88418333,-109.7115667,1389.5,-0.02,0.324,10
