Distance,Azimuth,Elevation,r/p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
184.2562743473301,268.26935694458314,2.7366356244766354,p
